LCD;RNID;N1ID;N2ID;NAME
26452;270;5900;;Lodrino
36402;314;6164;;Riazzino
30099;495069;495020;;Route de Berne
30994;1758;500215;;Chemin de la Chevillarde
24556;270;6040;;Bächli
36419;270;1300;;Lugano-Nord
24658;314;628;;Gams
20135;270;7012;;Courtion
16775;270;2740;;Grafenried
23756;270;8012;;Stetten
24052;270;2916;;Truttikon
35883;524137;524123;;Avenue Léopold Robert
17047;270;8166;;Uttigen
16564;270;8174;;Zuzwil
12246;314;2550;;Pfyn
28145;485094;485102;;Thierachernweg
31901;495575;504686;;Place de Bel-Air
30438;497374;497200;;Route de Benenté
22049;314;3568;;Oberwil
36356;314;1676;;Bargen
32295;506641;506589;;Masanserstrasse
23314;270;5788;;Schönenbuch
17351;270;2688;;Innertkirchen
24408;270;846;;Kirchberg
23134;270;6436;;Unterlunkhofen
28963;369144;489709;;Witellikerstrasse
19897;270;7378;;Witzwil
11052;314;488;;Hanegg
28680;487952;487513;;Aegertenstrasse
32427;507192;507164;;Frauenfelderstrasse
27365;314;354;;La Pãla
20676;314;782;;Yverdon
21862;270;2110;;St-Maurice
21651;270;6744;;Mayoux
36266;498566;498592;;Rue de la Terrassière
29915;489793;485863;;Seestrasse
27261;314;2036;;Giswil-Nord
31413;501556;502346;;Petersgraben
12871;270;4234;;Sierre
22715;314;2622;;Lehn
22664;270;6510;;Brittnau
19158;314;2722;;Lanthen
26316;;2092;;Pertit
12694;270;7712;;Vira Gambarogno
25722;314;1584;;Brugg
10617;314;1032;;Vaulruz
28807;488866;488818;;Multergasse
19251;270;1770;;Grandson
12016;314;3128;;Saignelégier
10702;;2068;;Orbe
25158;270;5368;;Hagenwil
22423;270;3790;;Möhlin
22757;270;8822;;Schwarzenberg
29914;489793;494439;;Riedikerstrasse
31435;502460;502463;;Sankt Alban-Graben
32651;508891;508899;;Schweizerhofquai
24570;270;666;;Zürchersmühle
25500;270;9060;;Villars-Bozon
21230;270;5702;;Castro
21115;270;6420;;Egschi
31216;501351;501282;;Nauenstrasse
23710;270;3098;;Regensdorf
21696;270;9998;;Col du Sanetsch
22616;270;6530;;Birr
26637;270;9986;;Signèse
26711;;1244;;Porrentruy-West
24033;314;5482;;Ellikon a.d. Thur
20879;270;8180;;Jenaz
20813;270;8572;;Pagnoncini
30838;499502;498704;;Place de Cornavin
32630;508797;508811;;Weinberglistrasse
21483;270;7432;;Calpiogna
27124;;1210;;Moutier-Nord
25100;270;5924;;Niederbüren
26501;270;3324;;Polmengo
26758;270;8738;;Maglio di Colla
16831;314;4276;;Treiten
28088;484775;484793;;Im Rusel
29088;490437;483916;;Stauffacherstrasse
19155;314;4302;;Euseigne
25330;314;5604;;Werrikon
21851;314;5112;;Villars-s.Ollon
12045;314;3460;;Aarberg
29077;490361;490404;;Zweierstrasse
22389;314;3488;;Aarau
11658;314;3756;;Siebnen
26733;270;7076;;Carnago
36148;525479;525541;;Rue de la Cassarde
25504;270;7484;;Som la Proz
22359;314;2532;;Rudolfstetten
29646;493230;493238;;Dachslernstrasse
24400;270;8250;;Mosnang
22955;270;6622;;Schlierbach
24022;314;1972;;Frauenfeld-West
29555;490885;489523;;Wallisellenstrasse
32402;507670;507491;;Thundorferstrasse
27896;483605;483610;;Dorfstrasse
32066;498861;505920;;Route de Savoie
22300;314;4604;;Oberhofen
16974;270;7656;;Gambach
36021;524736;524305;;La Joux-Perret
16517;270;3468;;Büren a.A.
20170;270;1050;;Düdingen
20997;270;6760;;Celerina
19455;270;2438;;Dully
30334;495020;527610;;Rue du Vallon
28795;488726;488739;;Blumenbergplatz
32692;509068;509079;;Thorenbergstrasse
17201;270;8776;;Obergoldbach
22965;270;7686;;Vogelsang
19766;270;8526;;Pré Petitjean
20222;270;4666;;Bourguillon
27888;;483473;;Mengestorf-Strasse
12186;270;1412;;Sempach
27570;;2048;;Lopper-Tunnel
32261;506832;504163;;Grabenstrasse
28019;484432;484475;;Johann-Verresius-Strasse
10360;;1098;;Nufenen
24830;270;4162;;St. Peterzell
21284;10820;10834;;Comologno
31940;495953;504657;;Avenue Haldimand
10279;10814;2196;;Airolo-Nufenen
12285;314;412;;Saas Grund
10551;;1696;;Arth
11232;;1314;;Bellinzona-Süd
19778;270;1232;;St-Ursanne
12674;10884;6632;;Buseno
29975;494820;489793;;Seefeldstrasse
30563;497748;497930;;Avenue de Montchoisi
11850;314;786;;La Sarraz
27324;;1666;;Rheinfelden-West
19755;314;4522;;Lucelle
20143;314;326;;Murten
26706;;1790;;Neuenburg-West
14820;314;5518;;Sévaz
35582;522753;522745;;Via delle Scuole
28130;484911;484936;;Juravorstadt
24395;314;4152;;St. Gallenkappel
30825;499446;498926;;Chemin du Petit Saconnex
14865;;2584;;Gampelen
22233;270;4404;;Bretzwil
32474;507933;507948;;Letzistrasse
35564;522690;522685;;Via alla Sguancia
25449;270;8998;;Mussillens
24197;270;9124;;Hörstetten
21898;270;6300;;Lüterswil
24228;314;1634;;Pfäffikon
16797;270;1898;;Rapperswil
20390;270;10514;;Chavannes-sous-Orsonnens
25768;270;8538;;La Verrerie
29831;489468;491008;;Überlandstrasse
22149;270;7618;;Boningen
20009;270;7174;;Molondin
27628;;368753;;San Vittore
28834;488971;488400;;Buchentalstrasse
21195;270;7150;;Mompé-Medel
23632;270;3100;;Dielsdorf
24478;270;2544;;Gundetswil
16970;270;9894;;Schwarzenbühl
20178;270;5040;;Laupen
21607;270;2636;;Blatten
29963;494773;489476;;Usterstrasse
21962;270;2126;;Riddes
19586;270;8992;;Montcherand
19655;270;3914;;Concise
20613;270;3902;;Essertines-sur-Yverdon
26567;;2138;;Galerie-Sion
25072;270;5366;;Muolen
22247;270;6558;;Seltisberg
11187;;1352;;Gotthard-Tunnel
26576;314;3186;;Bitsch
10114;;1188;;Verzweigung Bözingenfeld
24526;270;2828;;Räfis
24534;270;1150;;Trübbach
22295;314;4082;;Sisseln
14932;;1556;;St.Johann-Tunnel
27681;314;369059;;Zürich - Milchbuck
12092;314;3636;;Scuol
30763;499114;499158;;Rue Lect
31843;504717;504738;;Le Bey
23284;314;3344;;Silenen
12277;314;5578;;Ayer
24047;270;1734;;Trüllikon
28664;487851;487795;;Grosser Muristalden
11501;314;2514;;Murgenthal
31083;500606;500532;;Rue du Pré Jérôme
14888;314;1214;;Choindez
31562;503268;502183;;Ahornstrasse
12056;314;890;;Lenzburg
22400;314;1574;;Frick
17174;270;4384;;Bolligen
27109;314;630;;Haag
12127;314;2488;;Worblaufen
20227;270;10376;;Obermettlen
19502;270;9052;;Echichens
19256;270;7542;;Fontaines-sur-Grandson
10417;;702;;Arbon-West
20601;270;5554;;Thierrens
25442;270;10450;;Rueyres-Treyfayes
27974;484157;484162;;Schwendistutz
31197;501237;501256;;Leimgrubenweg
21191;314;600;;Pardé
31556;503257;503232;;Strassburgerallee
31592;486547;501544;;Leimenstrasse
26956;270;4654;;Schwarzenburg
16629;314;3514;;Zell
26862;270;8920;;Somazzo
36459;;3164;;Eggfluh-Tunnel
29885;489560;484499;;Zentralstrasse
27983;484219;483624;;Muristrasse
27716;;2776;;Locarno
22367;314;4974;;Daiwil
20262;270;4672;;Giffers
23754;270;1674;;Altdorf
32515;485882;508019;;Baarerstrasse
11210;;880;;Kölliken-Süd
36198;525733;525725;;Rue de Tivoli
29179;491076;490530;;Europabrücke
29628;490455;493080;;Werdstrasse
22927;270;9856;;Walde
19551;270;8366;;Ferreyres
30752;499057;499091;;Route de Vernier
16729;270;4432;;Thörigen
29881;489560;494364;;Gschwaderstrasse
26473;270;8978;;Moghegno Dorf
20619;270;9444;;Ursins
23955;314;1884;;Oetwil am See
17152;314;4392;;Hueb
19932;270;9072;;Môtier
19983;270;6792;;Cheseaux-Noréaz
21343;270;2780;;Porto Ronco
35667;523153;523199;;Via Ceresio
29806;491842;491829;;Selnaustrasse
32091;505839;506067;;Route de Nendaz
28039;484506;484559;;Brüggstrasse
21518;314;3284;;Lugano-Paradiso
21018;270;10298;;Tumegl/Tomils
10749;314;2052;;Interlaken-Ost
28406;483530;486576;;Mühle-Strasse
27416;270;10044;;Spiezwiler
21853;270;6262;;Fenalet
12941;2406;2408;;La Motta
11847;314;4144;;Rothenthurm
10121;2230;1936;;Verzweigung Muri
23992;270;6322;;Binz
27723;314;2794;;Orselina
28365;486227;486247;;Monbijoustrasse
12776;2376;784;;Cossonay
20433;270;9324;;Rue
20384;270;10506;;Villarlod
21390;270;6664;;Robasacco
22730;270;7732;;Sörenberg
36300;490011;490790;;Dörflistrasse
31825;504642;504657;;Avenue Haldimand
25074;270;6362;;Schocherswil
17402;270;9598;;Schwarzenmatt
28351;483480;483466;;Muhlernstrasse
17224;314;4760;;Oberdiessbach
24113;270;1876;;Forch
22868;270;9588;;Attelwil
36270;485882;506865;;Rheinstrasse
31957;505350;488168;;Sankt Gallerstrasse
20547;270;6812;;Neyruz
16523;270;4040;;Ägerten
22228;270;1462;;Liestal
27462;;364516;;Balmenrain-Tunnel
27652;314;1108;;Rofla
35746;523587;522855;;Riva Antonio Caccia
28705;488180;488188;;Bildweiherstrasse
25046;270;678;;Bischofszell
25836;270;8312;;Oekingen
22821;270;9272;;Oberkirch
25880;314;2914;;Unterschlatt
10271;;906;;Wettingen-Ost
35579;522745;522618;;Sentiero Torello
29145;490790;527991;;Berninaplatz
20256;270;4636;;Le Mouret
23123;314;5014;;Zwillikon
31584;502141;501170;;Bundesstrasse
27146;270;10090;;Bürchen
23468;270;9240;;Oberägeri
35805;523618;523807;;Via Massimigliano Magatti
28593;486319;483234;;Laupenstrasse
27675;314;369056;;Zürich - Brandwache
11537;314;1276;;Basel
16800;270;1950;;Schüpfen
21409;270;3290;;Taverne
22421;270;1668;;Rheinfelden
22790;270;4600;;Hellbühl
24445;270;9248;;Busswil
21800;314;3438;;Les Valettes
31908;505064;505053;;Place Pestalozzi
19736;314;3148;;Les Sairains
25384;10842;498728;;Rue de Lyon
24043;270;6196;;Mett-Oberschlatt
11765;314;1200;;Sonceboz-Nord
30772;499198;499201;;Chemin Palud
22888;314;3584;;Ballwil
24369;314;5426;;Bichelsee
21886;314;320;;Noville
30055;495186;495215;;Rue de l'Hôpital
27955;483960;483901;;Rodtmattstrasse
27231;270;10434;;Col du Mont d'Orzeires
27150;270;7666;;Niedergampel
32272;489255;489497;;Ringstrasse
25342;270;286;;Genève-Plage
24789;270;7510;;Niederuzwil
16642;270;6390;;Madiswil
22752;270;3732;;Heiligkreuz
25099;270;674;;Arnegg
19529;270;6972;;Vullierens
28314;485507;485934;;Gerberngasse
30648;498367;496501;;Avenue de Beaulieu
26954;270;7770;;Goldiwil
20844;270;6216;;Chants
21819;270;8658;;Chandonne
22650;270;7094;;Oberrohrdorf
24065;270;948;;Ohringen
24147;270;5482;;Ellikon a.d. Thur
25942;314;1730;;Adlikon
10032;;836;;Verzweigung Wankdorf
17422;270;4426;;Wynigen
20087;270;4648;;Léchelles
12720;10802;544;;Gravesano
29048;490227;485673;;Allmendstrasse
24020;314;918;;Weiningen
11989;270;3012;;Bütschwil
17166;270;7292;;Enggistein
11418;314;2956;;Bauma
11181;;1406;;Reussport-Tunnel
32040;505771;505765;;Avenue Ritz
12899;10866;10864;;Umbrail-Pass
24603;270;1162;;Kriessern
21057;314;3242;;Sumvitg
22298;314;4088;;Etzgen
22759;270;8828;;Obernau
26825;270;6834;;Novazzano
22796;270;529226;;Buholz
11137;;1376;;Seelisberg-Tunnel
20594;270;8720;;Neyruz-sur-Moudon
22476;270;3394;;Rümlingen
23973;270;6246;;Bertschikon
35767;523687;523695;;Via al Lido
32205;506579;506589;;Masanserstrasse
27400;;882;;Kölliken-Nord
25977;314;5440;;Horgenberg
25035;314;5364;;Häggenschwil
12235;314;4954;;Gandria
19318;270;6814;;Chézard
35749;523596;523587;;Riva Vincenzo Vela
28718;488190;488257;;Schönaustrasse
29303;489793;489831;;Höschgasse
17372;270;9570;;Rüdlen
26855;270;6888;;Campora
20160;270;6986;;Kleinbösingen
26958;270;2482;;Gümmenen
19725;270;8610;;Le Peuchapatte
19753;314;4524;;Develier-Dessus
23178;270;4548;;Mühlau
28571;483647;487466;;Kirchenfeldstrasse
30162;495761;495764;;Rue du Temple
25974;270;7506;;Sensebrücke
23251;270;10656;;Wirzweli
16938;270;5298;;Lanzenhäusern
28185;485167;485306;;Freiestrasse
23867;270;9808;;Hofen
14855;;1826;;Pieterlen-Tunnel
21544;270;4990;;Besazio
11591;314;1358;;Wassen
22182;270;2750;;Lohn
25144;270;6366;;Zihlschlacht
28762;488504;488481;;Speicherstrasse
32329;507113;485089;;Weststrasse
26550;270;8804;;Croglio
22303;314;4610;;Remigen
19272;270;8542;;Les Ponts-de-Martel
20019;270;6910;;Champtauroz
19970;270;5938;;Arrissoules
23727;270;5612;;Oberglatt
19387;270;6776;;Chavannes-des-Bois
25719;314;1330;;Faido
30638;498325;498311;;Rue de Langallerie
11984;314;2870;;Tägerwilen
25638;270;6022;;Blickensdorf
25607;270;3552;;Schöftland
19920;270;9758;;Salavaux
19977;270;7174;;Molondin
30635;498311;498325;;Rue Caroline
25474;;818;;Combette-Tunnel
11505;314;876;;Oftringen
31264;501627;501580;;Klingelbergstrasse
23266;314;1380;;Buochs
20245;270;1040;;Rossens
14894;314;4834;;Hagneck
29838;494139;490311;;Mutschellenstrasse
11111;;798;;Pomy-Tunnel
23414;270;4146;;Biberbrugg
27132;270;7796;;Goppisberg
35193;1962;508522;;Luzernerstrasse
30484;497569;496868;;Avenue du Vieux Moulin
30769;499176;499121;;Rue du Village
27638;;368957;;Stephanshorn-Tunnel
25497;270;6918;;Aven
29834;489468;490455;;Badenerstrasse
28024;484491;483309;;Johann-Verresius-Platz
28621;486144;483466;;Muhlernstrasse
30329;496767;496778;;Avenue de la Sallaz
21620;270;8646;;Jeizinen
12160;314;586;;Olivone
23651;270;6052;;Freienwil
23904;270;1856;;Glattbrugg
31253;501580;482681;;Schanzenstrasse
20574;270;2450;;Chalet-à-Gobet
12146;314;5310;;Köniz
12100;314;3670;;Pontresina
19729;270;3128;;Saignelégier
12792;8342;2562;;Fleurier
26469;270;6170;;Artore
10511;;512;;Richterswil
28704;488180;488190;;Zürcherstrasse
35728;523456;523063;;Via Circonvallazione
20798;314;3642;;Strada
21121;270;3264;;Mulin
24616;314;3030;;Wäldi
20372;270;5148;;Romont
16609;314;2508;;Langenthal
24557;270;648;;Urnäsch
27164;369746;1602;;Birmensdorf
36034;525029;524528;;Rue du Docteur Coullery
24050;270;1734;;Trüllikon
28691;483403;483447;;Hessstrasse
25595;270;6074;;Abtwil
20257;270;8558;;Essert
17110;270;7324;;Eriswil
22661;270;1430;;Dagmersellen
20568;270;5002;;Mézières
27451;;364383;;Warteraum Schwerverkehr PEZA
36050;525093;525096;;Rouges-Terres
11110;;748;;Vernier-Tunnel
10039;;854;;Verzweigung Luterbach
24344;270;7382;;Girenbad
23793;270;5724;;Flaach
24562;270;646;;Neu St. Johann
16657;270;10604;;Bannwil
36319;496269;496318;;Route de Romanel
28687;487506;487513;;Aegertenstrasse
35963;524591;524602;;Rue du Haut-des-Combes
11340;716;726;;Intragna
29407;491893;491967;;Limmat-Quai
25021;270;6210;;Hugelshofen
17156;314;4386;;Boll
22226;270;3352;;Seewen
20042;270;2456;;Lucens
29966;494664;494645;;Pfäffikerstrasse
23051;270;8088;;Brunnwil
26600;270;4498;;Crans-Montana
23691;270;3100;;Dielsdorf
27598;270;9090;;Chapelle-sur-Moudon
23648;270;466;;Untersiggenthal
35232;508981;520942;;Bellerivehöhe
16544;270;5910;;Gossliwil
36168;500878;525155;;Avenue du Premier-Mars
30816;498758;499424;;Chemin des Crêts
28004;484363;484347;;Greyerzstrasse
30595;495250;496589;;Avenue de Sévelin
14842;314;2588;;Müntschemier
25725;314;3366;;Olten
12268;314;5326;;Verbier
20525;314;292;;Corsier
35278;521206;521229;;Via Birreria
26922;;2060;;Vallorbe
30609;497820;497807;;Boulevard de Grancy
20437;270;6802;;Le Pigeon
17403;270;4930;;St. Stephan
19640;314;3138;;Le Creux-des-Biches
30727;498940;10850;;Route de Florissant
17574;2660;2684;;Erlenbach
21280;10820;10826;;Loco
25954;;2034;;Giswil-Tunnel
23928;270;8898;;Kleindorf
17222;314;4758;;Konolfingen
16533;270;3472;;Arch
20367;270;8956;;Grangettes
31395;501678;501739;;Voltastrasse
11440;314;3108;;Niederweningen
31858;504813;504761;;Rue d'Orbe
27674;314;369074;;Ulmenbergtunnel
12953;10814;10816;;All'Acqua
36411;314;529250;;Zürichstrasse - Hinwil
28771;488606;488310;;Unterer Graben
19964;270;7362;;Lully
24589;270;9734;;Plona
35160;520603;492574;;Hertensteinstrasse
31505;502858;501774;;Klybeckstrasse
26036;;788;;Bavois
19714;270;4076;;Courtemaîche
27186;270;2078;;Verzweigung La Croix
26039;270;7056;;Cumbel
20189;270;686;;Berg
24242;270;4614;;Gutenswil
27914;483725;483712;;Schosshaldenstrasse
29140;489977;490821;;Wallisellerstrasse
30758;499091;499121;;Rue du Village
28169;485124;485116;;Allmendingenallee
20506;270;4636;;Le Mouret
24086;270;6114;;Gerlisberg
19820;270;6104;;Boécourt
23097;314;3568;;Oberwil
28565;487376;487440;;Kirchenfeldbrücke
31098;500683;498325;;Rue Caroline
19890;270;7028;;Vermes
22371;270;4896;;St. Urban
24713;270;668;;Herisau
31359;502094;502076;;Wettsteinallee
20992;270;9974;;Sils-Baselgia
12654;314;528;;Ponte Tresa
20092;270;7872;;Chandon
17461;314;2482;;Gümmenen
20803;314;5244;;Ravaisch
11867;314;2102;;Bex-Nord
32393;501344;507148;;Eisenwerkstrasse
27177;314;2150;;Visp-Ost
23943;270;6562;;Bubikon
28418;486576;486704;;Wangentalstrasse
31460;502723;501774;;Klybeckstrasse
11492;314;1946;;Schönbühl
12028;314;2280;;Oberwald
28495;484204;483281;;Schlossstrasse
12177;314;3590;;Gelfingen
16632;270;3512;;Hüswil
23716;270;9562;;Watt
32139;506247;506217;;Route des Agettes
10747;369899;1966;;Wimmis
17345;270;6536;;Wasserwendi
21695;270;2120;;Sion
10478;;1284;;Chiasso-Centro
27155;314;3192;;Guldersand
23252;270;498;;Stans
30812;499074;499057;;Avenue de Châtelaine
30685;498661;498675;;Rue du Mont Blanc
25673;314;1882;;Esslingen
16668;270;3484;;Röthenbach
10122;;1936;;Verzweigung Muri
32013;505449;505417;;Rütistrasse
27408;;1216;;Boncourt
19280;270;3408;;Le Locle
25914;270;7976;;Ifenthal
36255;521735;526539;;Via al Ghézz
22420;270;3386;;Hauenstein
25918;270;1702;;Cham
24629;270;6608;;Goldingen
20141;270;7836;;Granges-Paccot
21472;270;9438;;Deggio
29325;489670;489742;;Zeltweg
31024;500336;500268;;Rue des Deux Ponts
20016;270;5946;;Treytorrens (Payerne)
25915;270;7956;;Hallau
12132;314;4752;;Kehrsatz
21677;270;6444;;Botyre
19542;270;8514;;Le Solliat
24497;270;2974;;Seen
31528;503057;503085;;Hörnliallee
24525;270;7810;;Voralp
21650;270;6744;;Mayoux
20301;270;10506;;Villarlod
31499;502920;502865;;Hochbergerstrasse
35755;523607;523632;;Via Serafino Balestra
20810;270;3652;;Brusio
32238;506748;506740;;Plessurquai
10220;;750;;Vernier
23332;314;4148;;Hurden
19488;270;5980;;Lavigny
32285;506941;506664;;Engadinstrasse
10426;;1458;;Arisdorf
21630;270;4238;;Agarn
22321;270;6462;;Elfingen
11996;314;3062;;Uznach
10339;;1132;;Chur-Nord
11146;;364444;;Quarten-Tunnel
26472;10778;8980;;Lodano
21994;270;8878;;Vérossaz
23643;314;1848;;Bülach
20147;314;5026;;Kleingurmels
19798;314;5166;;Alle
22432;270;1570;;Mumpf
10357;;1104;;Splügen
32306;506872;506934;;Sägenstrasse
26712;270;5030;;Luggiwil
23203;270;3852;;Ebikon
21537;270;8762;;Vico Morcote
21362;270;6672;;Lionza
31783;504374;526385;;Reinhardstrasse
17141;270;8794;;Rüti b. L.
22301;314;4606;;Gansingen
25417;270;5776;;Coeuve
26577;270;4412;;Naters
19270;270;2568;;Travers
25978;270;9956;;Vorderthal
35496;1318;521286;;Montagna
24166;270;9540;;Buch
26718;270;4914;;Forel
35736;522685;522562;;Via Calprino
26974;270;7722;;Kirchdorf
21521;270;6822;;Morbio Superiore
31607;502451;501363;;Aeschengraben
30443;497398;496795;;Route d'Oron
35818;523634;523607;;Corso Elvezia
22323;270;4610;;Remigen
31874;504610;497551;;Rue du Valentin
10651;314;4844;;Bernstrasse Biel
10712;314;2098;;Aigle
12645;314;2418;;St-Oyen
29132;489977;490011;;Regensbergstrasse
26658;314;2104;;Bex-Süd
27546;314;10192;;Schenkon
21741;270;410;;Visp
11993;314;628;;Gams
32695;508750;509079;;Thorenbergstrasse
11538;314;3178;;Muttenz
19215;270;10208;;Mies
28374;483234;483220;;Zieglerstrasse
12017;314;1226;;Bassecourt
16538;270;5908;;Bibern
16994;270;8972;;Oberbalm
12681;270;576;;Acquarossa
22007;314;5080;;Etziken
20345;270;6806;;Porsel
28816;488393;488586;;Langgasse
31905;505053;505064;;Rue de la Plaine
10196;;1192;;Frinvillier
28673;482681;487921;;Falkenplatz
21730;270;6496;;Mund
27370;270;352;;Le Pãquier
24827;270;7114;;Degersheim
28135;484993;484936;;Juravorstadt
25659;270;5486;;Hitzkirch
28373;483234;482703;;Bühlstrasse
28452;486867;486798;;Bottigenstrasse
24301;270;8796;;Hermatswil
21738;270;7674;;Brigerbad
29603;490198;490404;;Zweierstrasse
16619;270;2510;;Roggwil
20789;270;3638;;Crusch
27717;;2792;;Mappo-Morettina-Tunnel
35306;521386;521373;;Via Bellinzona
10065;;1452;;Sissach
31061;500478;500532;;Rue du Pré Jérôme
30281;496471;496479;;Rue des Terreaux
16756;270;878;;Walterswil
21583;270;7636;;Bellwald
24774;314;4962;;Unterrindal
20504;270;8564;;Zénauva
20760;270;784;;Cossonay
20590;270;9090;;Chapelle-sur-Moudon
32202;505858;505855;;Route Du Simplon
10751;;1646;;Niederurnen
12909;2344;2346;;St-Imier
26030;270;1534;;Tschuggen
20315;270;5970;;Attalens
12323;314;369087;;Zürich - Hardbrücke
31064;500478;500551;;Place de l'Octroi
24676;314;4140;;Staad
27762;314;3250;;Ilanz
22009;314;5084;;Derendingen
22569;270;5674;;Veltheim
31294;501742;501801;;Wasgenring
31694;503981;490698;;Nordstrasse
26043;270;9284;;Wilen
28235;485527;485538;;Wartbodenstrasse
24358;270;1870;;Hinwil
19686;270;10132;;La Chaux
32627;508780;508797;;Tribschenstrasse
10314;;328;;Freiburg-Nord
29750;483916;526939;;Bullingerplatz
20420;270;6952;;Corserey
23080;270;6428;;Meisterschwanden
22352;270;7098;;Bellikon
22700;270;8018;;Hergiswil b.W.
25129;270;5742;;Mettlen
27499;314;367599;;Sissach-Ost
32213;506589;506634;;Kreuzgasse
20438;270;2448;;Epalinges
21248;270;6668;;Sobrio
21493;270;9462;;Novaggio
21522;270;6824;;Caneggio
28455;486823;486830;;Niederriedweg
29768;489255;485704;;Militärstrasse
24130;270;1882;;Esslingen
26528;270;6332;;Gaggio
35561;521524;522656;;Via Pian Scairolo
29591;492950;490097;;Alfred-Escher-Strasse
30661;496280;498436;;Route de la Salle des Fayards
20149;314;1050;;Düdingen
19813;270;3142;;Les Emibois
19943;270;9030;;Montmagny
22546;314;3980;;Schinznach Bad
17504;314;450;;Meiringen
27435;916;364159;;Büsisee
22857;270;9864;;Staffelbach
17599;270;10288;;Horrenbach
21051;270;10314;;Stierva
30402;497218;497231;;Route de Montheron
22029;314;3962;;Hägendorf
10654;314;1956;;Studen
20402;314;5002;;Mézières
19338;314;4446;;St-Julien en Genevois
23104;314;3578;;Boswil
20771;314;1544;;Fuldera
17320;270;7770;;Goldiwil
24861;270;7578;;Lustdorf
24859;270;7576;;Dingenhart
31183;501170;501152;;Neubadstrasse
26796;270;7820;;Figino
19923;270;1780;;St-Aubin
30392;497177;497185;;Route des Pierres
23350;270;9878;;Thon
26530;270;5758;;Vernate
19453;314;762;;Gland
22318;270;5480;;Sulz
32734;508624;508522;;Luzernerstrasse
28710;488190;488168;;Sankt Gallerstrasse
27869;483290;482844;;Murtenstrasse
23963;270;5102;;Mönchaltorf
12242;314;5358;;Kronbühl
21647;270;6740;;Vercorin
16593;270;2496;;Höchstetten
35900;524260;524281;;Tête-de-Ran
21503;270;8906;;Carabietta
23639;270;5608;;Rümlang
24781;270;3016;;Bazenheid
35623;522922;522907;;Via Bioggio
16576;314;4860;;Koppigen
22702;270;4976;;Willisau
27759;270;369439;;Rampa/Rumein
16427;314;4940;;Le Cerneux-Veusil
20036;270;8474;;Ménières
24522;270;2988;;Unterwasser
11708;314;3890;;Cheseaux
31711;503953;503950;;Schweizersbildstrasse
19622;270;5560;;Essert-sous-Champvent
26693;10988;6898;;Abzweigung Collombey-le Grand
36118;525403;525411;;Rue des Parcs
32585;508449;508552;;Obergrundstrasse
25263;314;3870;;Rüti(-Winkel)
23822;270;1738;;Uhwiesen
20278;5646;5648;;Broc
10665;;1942;;Bern-Wankdorf
28573;483647;2592;;Bern-Burgernziel
21593;10946;10948;;Im Feld
16594;270;8286;;Willadingen
24777;270;4960;;Flawil
30857;498879;498861;;Rue de Lausanne
26494;270;564;;Biasca
22937;270;8260;;Kirchrued
28539;487201;486247;;Monbijoustrasse
28332;485306;486059;;Kanalgasse
17097;270;7892;;Trachselwald
16430;314;3132;;La Ferrière
19988;314;782;;Yverdon
17340;270;8242;;Schwanden b. Br.
21952;270;5352;;Haute-Nendaz
22945;270;3532;;Zetzwil
19413;270;8394;;Genolier
16497;270;7608;;Plagne
27878;483381;483403;;Waldeggstrasse
36423;533028;1640;;Verzweigung Reichenburg
24673;270;1164;;Widnau
30931;498832;498654;;Quai Gustave Ador
24647;314;2842;;Balgach
24100;270;9430;;Neuburg
27648;314;1098;;Nufenen
12102;314;2346;;St-Imier
30367;496940;496967;;Route de la Claie aux Moines
14862;314;3950;;Bellach
35630;521264;522230;;Via Giuseppe Lepori
20886;270;10652;;Jenisberg
24512;314;1150;;Trübbach
25034;270;8860;;Wigoltigen
22781;270;3850;;Horw
20978;314;3704;;Mulegns
35906;524305;524313;;Le Bas Monsieur
36238;522922;2228;;Massagno
30257;496251;496351;;Chemin de la Roche
30859;498872;498861;;Rue de Lausanne
25468;314;3788;;Oeschgen
31344;502021;502037;;Aeschenplatz
32759;509365;509354;;Bodenhofstrasse
28945;489490;489608;;Weidstrasse
11332;314;3926;;La Neuveville
28052;484629;484595;;Mühlestrasse
22657;270;5802;;Pfaffnau
11563;314;700;;Neuenkirch
29237;489573;489511;;Winterthurerstrasse
29600;490198;490158;;Manessestrasse
24334;314;1912;;Volketswil
12258;314;5360;;Wittenbach
16553;314;4036;;Suberg
31367;501871;502141;;Rütimeyerstrasse
27639;;368960;;Rinderweid-Tunnel
24736;270;1638;;Lachen
21491;270;9464;;Castelrotto
25572;270;2028;;Lungern
26867;270;1284;;Chiasso-Centro
24993;270;8298;;Happerswil
32520;504327;487363;;Bundesplatz
19409;270;8390;;Trélex
25752;270;5650;;Croisée de Bataille
28342;483466;486137;;Büschigasse
14897;314;4842;;Ipsach
36232;497302;496980;;Route De La Claie Aux Moines
12227;314;546;;Dirinella
30969;498697;498686;;Rue de Chantepoulet
32207;506596;485882;;Bahnhofstrasse
36183;525676;525654;;Chemin de la Justice
30566;497930;497748;;Avenue Fantaisie
22602;314;4312;;Fislisbach
30102;495118;495107;;Boulevard de Pérolles
30844;499320;526595;;Rue Jean-Antoine-Gautier
29872;494231;489702;;Bergstrasse
32443;507631;485704;;Militärstrasse
30363;496940;497406;;Avenue du Temple
26688;270;2100;;St-Triphon
17105;270;7896;;Wasen
19704;270;6748;;Villars-Burquin
10083;;1488;;Verzweigung Wiese
