LCD;RNID;N1ID;N2ID;NAME
10290;;956;;Attikon
16771;270;10410;;Bäriswil
25761;270;370;;Montbovon
26498;270;5860;;Chironico
25676;270;236;;Schaffhausen
27757;270;10464;;Vattiz
35973;524144;524123;;Avenue Léopold Robert
29706;493519;493527;;Bertastrasse
31801;504489;496287;;Route d'Yverdon
10861;;944;;Wülflingen
19561;270;8366;;Ferreyres
22856;270;9862;;Wittwil
21808;270;5328;;Le Châble
28437;486798;486830;;Niederriedweg
21597;270;7796;;Goppisberg
22200;314;4408;;Ziefen
23846;314;2908;;Siblingen
24627;270;618;;Schmitten
32372;507405;488168;;Sankt Gallerstrasse
21665;270;4504;;Mollens
10289;916;528352;;Zürich-Seebach
28600;486779;486753;;Riedmoosstrasse
19600;270;8678;;Rances
25280;270;5368;;Hagenwil
35247;501183;520999;;Hochdorferstrasse
30492;497602;497594;;Avenue Bergières
32337;488190;507211;;Rathausplatz
10143;;2118;;Verzweigung Gd-St-Bernard
21860;270;6272;;Frenières
23487;270;10758;;Schönegg
11991;314;974;;Wildhaus
10708;;1024;;Vevey
26529;270;6334;;Cimo
28764;488586;488168;;Sankt Gallerstrasse
30499;497625;496269;;Route de la Blécherette
24417;270;10198;;Tablat
26657;314;2102;;Bex-Nord
28844;489013;488355;;Torstrasse
19739;314;3152;;Courfaivre
27631;;368762;;Verzweigung Mendrisio
25885;314;2924;;Uesslingen
35239;520976;494357;;Stationsstrasse
24742;270;4140;;Staad
23823;270;9294;;Rheinfall
14866;314;4048;;Malleray
10035;;840;;Verzweigung Schönbühl
27292;10838;1518;;Klosters-Nord
22989;314;3592;;Richensee
12727;270;7820;;Figino
26458;270;8836;;Fontana
10670;2246;1928;;Thun-Nord
24579;270;632;;Altstätten
21050;270;610;;Tiefencastel
10247;;828;;Bern-Bethlehem
29557;490885;492679;;Glattparkstrasse
19569;270;10442;;Vaulion
32024;505733;505723;;Route de Savièse
20693;270;6178;;Corcelles-sur-Chavornay
25103;270;5926;;Mutwil
20229;270;9840;;Niedermuhren
27656;314;1130;;Chur-Süd
29703;490397;490455;;Badenerstrasse
31546;503215;501614;;Kannenfeldstrasse
28656;485934;487869;;Mattenenge
27002;270;4030;;Schwanden b.L.
22490;270;876;;Oftringen
24860;270;5740;;Thundorf
35303;521373;521360;;Via Monte Ceneri
30001;494943;526796;;Rue de Morat
29093;490474;490437;;Seebahnstrasse
28021;484475;484432;;Bahnhofplatz
23978;270;8988;;Uessikon
21908;270;7646;;Mühledorf
25675;270;236;;Schaffhausen
27651;314;368696;;Passstrasse
28196;484491;485215;;Mittlere Strasse
20436;270;4920;;Savigny
29439;490604;492228;;Röntgenstrasse
32046;505828;505839;;Rue de la Dixence
17083;270;5206;;Pohlern
25683;270;7956;;Hallau
22464;270;4262;;Anwil
21241;270;8832;;Madra
26809;270;3276;;Maroggia
25457;270;9300;;Campo Blenio
35918;524367;524389;;Rue de Jérusalem
30150;495687;495641;;Route de Brent
12266;314;390;;Morgins
35644;523024;523063;;Via Circonvallazione
32187;498861;496462;;Rue du Grand Pont
25003;270;6204;;Birwinken
24680;270;10058;;Lutzenberg
21296;10778;9500;;Prato Sornico
28195;484491;484744;;Länggasse
11615;314;520;;Mendrisio
11391;314;360;;Chateau-d'Oex
16577;314;2494;;St. Niklaus b.K.
22133;314;1446;;Diegten
10567;;1770;;Grandson
31669;503829;489977;;Schaffhauserstrasse
11966;314;1126;;Bonaduz
12506;314;3250;;Ilanz
22144;270;7616;;Fulenbach
32106;506159;506149;;Chemin du Creux-de-Nax
23864;270;2982;;Herblingen
11155;;1980;;Girsberg-Tunnel
26326;;886;;Suhr
25656;314;2976;;Riet
30251;496287;496318;;Route de Romanel
21015;270;9504;;Almens
19647;2354;2364;;Engollon
21884;270;6884;;Isenau
12291;10984;422;;Täsch
24150;270;10688;;Willisdorf
32571;508442;489497;;Ringstrasse
29823;494030;489504;;Neue Winterthurerstrasse
23980;270;7206;;Fällanden
26006;270;2124;;Saxon
24183;270;2878;;Berlingen
22201;314;2770;;Bad Bubendorf
25968;270;380;;Saussivue
29789;490497;483916;;Stauffacherstrasse
30480;497551;497562;;Avenue Vinet
35318;521432;521264;;Via San Gottardo
24778;270;7114;;Degersheim
10526;270;1664;;Flums
27703;270;952;;Oberwinterthur
22281;270;7620;;Giebenach
31424;502383;502375;;Leonhardsgraben
35201;520807;508522;;Luzernerstrasse
24886;270;6618;;Mauren
17239;270;9836;;Gysenstein
23011;314;1178;;Gisikon-Root
27738;314;1502;;Grüsch
22975;270;5330;;Rain
24333;314;4614;;Gutenswil
20075;314;4652;;Cousset
20330;270;2704;;Semsales
22563;270;6524;;Oberflachs
27948;483929;483909;;Tellstrasse
24123;270;8034;;Waltikon
23869;314;2876;;Mannenbach
22915;270;5680;;Rupperswil
22877;270;9592;;Bottenwil
19929;270;10174;;Bellechasse
36412;314;529250;;Zürichstrasse - Hinwil
12166;314;1538;;La Drossa
32032;505765;526812;;Rue de Gravelone
23283;314;3342;;Intschi
12261;314;2866;;Scherzingen
23475;314;5276;;Hütten
12646;314;3424;;Grosser St. Bernhard-Tunnel
25674;314;4614;;Gutenswil
30461;497471;495020;;Route de Berne
19495;270;770;;St-Prex
17027;270;6184;;Gerzensee
11829;314;668;;Herisau
36068;525166;525155;;Avenue du Premier-Mars
11536;314;1276;;Basel
10241;;326;;Murten
28184;485167;485156;;Buchholzstrasse
27474;314;364600;;Zubringer Tavannes
24428;270;10200;;Schmidrüti
29169;490966;1962;;Bernstrasse
25614;270;3528;;Menziken
31421;501525;502375;;Leonhardsgraben
16605;270;10642;;Farnern
25961;;806;;Frasses-Tunnel
10273;916;918;;Weiningen
16539;270;3470;;Rüti b.B.
20264;270;4636;;Le Mouret
21930;270;6134;;Lommiswil
21759;270;7664;;Hohtenn
21266;270;9740;;Corippo
20864;270;9828;;Schuders
35950;524547;524528;;Rue du Docteur Coullery
20331;270;4922;;Forel (Lavaux)
22535;270;7462;;Gippingen
16736;270;9254;;Oschwand
30468;497498;497513;;Rue de la Borde
21188;314;594;;S. Gions
24552;270;8664;;Bangs
22745;270;418;;Stalden
16795;270;5392;;Grossaffoltern
25584;270;5468;;Fischbach-Goeslikon
21946;270;5348;;Beuson
26398;270;2786;;Ascona
35610;522866;522858;;Via Antonio Riva
22445;270;9628;;Wegenstetten
36366;;448;;Spiez-Hondrich
30637;498325;495365;;Rue Saint-Pierre
28891;488264;489292;;Sankt-Josefen-Strasse
31030;500360;500329;;Boulevard Georges Favon
20234;270;10048;;Obermonten
25699;270;1766;;Baar
20470;270;9676;;Hennens
17368;270;5078;;Aeschi
12703;10778;8814;;Maggia
11369;314;3648;;Campocologno
32180;505960;506152;;Rue du Vieux Village
23294;314;3034;;Spiringen
16660;270;9134;;Wolfwil
23668;270;4102;;Weiach
21039;270;6010;;Cresta
32127;506236;506217;;Route des Agettes
24609;314;3014;;Lütisburg
10819;2224;1300;;Lugano-Nord
23673;270;10764;;Zweidlen
24354;270;2950;;Gibswil
10223;;308;;Nyon
21694;270;7318;;Daillon
23195;270;9662;;Meierskappel
23768;270;2982;;Herblingen
29669;490537;490369;;Albisriederstrasse
28153;485089;485078;;Kreuzstrasse
16669;270;8304;;Inkwil
26820;270;6064;;Ponte Faloppia
26999;270;4370;;Meikirch
29172;1962;491001;;Engstringerstrasse
30992;1758;500203;;Avenue Théodore Weber
28216;485255;484744;;Länggasse
16945;314;5188;;Riggisberg
22217;314;5226;;Metzerlen
16720;270;4426;;Wynigen
22988;270;3594;;Ermensee
28955;489648;489668;;Hottingerstrasse
28607;486856;486809;;Winterfeldweg
31873;504610;496251;;Route de Lausanne
35521;522421;521279;;Alte Stazione
19254;270;1770;;Grandson
22918;270;3606;;Seon
20451;270;6770;;Châtonnaye
29726;490574;526939;;Bullingerplatz
25560;270;6434;;Kallern
22873;270;9594;;Uerkheim
30984;499989;10850;;Route de Florissant
22360;314;4892;;Grossdietwil
20351;270;5224;;Vuisternens-devant-Romont
26027;270;5988;;Ausserberg
12967;10848;9172;;Riedern
25703;270;8782;;Adligenswil
28434;486798;486809;;Winterfeldweg
21617;270;5406;;Leuk
11994;314;3114;;Endingen
24239;270;1912;;Volketswil
23527;270;484;;Wädenswil
20965;270;3716;;Lenzerheide
27329;;364681;;Rüteli-Tunnel
30605;497769;497755;;Avenue de Cour
12445;314;1032;;Vaulruz
31258;501596;501614;;Kannenfeldstrasse
12190;314;498;;Stans
22198;314;4404;;Bretzwil
19383;270;2426;;Bellevue
16962;314;5192;;Rüti b. R.
32313;507072;486547;;Austrasse
30896;498996;499752;;Chemin du Bac
10684;2660;434;;Spiez
31099;500683;500675;;Rue des Ronzades
31740;503878;486115;;Bachstrasse
21005;270;10294;;Fürstenau
20166;270;6940;;Grossguschelmuth
27198;270;8482;;Le Landar
20581;270;736;;Lausanne
22433;270;9130;;Wallbach
27590;270;369450;;Noville (H9) / Route d'Evian
19794;314;5166;;Alle
28278;485363;485390;;Jungfraustrasse
31741;503878;503871;;Vordergasse
25348;270;3064;;Netstal
16417;314;5236;;Le Cernil
25697;270;1358;;Wassen
32685;509048;509037;;Ruopigenring
32643;508665;508552;;Obergrundstrasse
35772;523673;523695;;Via al Lido
21361;270;6674;;Borgnone
23445;270;1146;;Bad Ragaz
27358;314;2714;;Villars-sur-Glâne
26583;314;712;;Gampel-Steg
21527;270;6834;;Novazzano
31465;502731;502087;;Riehenring
31772;504327;504316;;Büsingerstrasse
31601;501449;526703;;St. Alban-Graben
23071;270;8902;;Bettwil
21243;270;570;;Malvaglia
19657;270;5916;;Bôle
10659;314;1952;;Lyss-Süd
32654;508899;508910;;Grendel
24874;314;674;;Arnegg
10839;314;2156;;Brig-Zentrum
21162;270;10458;;Degen
20592;270;8466;;St-Cierges
28968;369144;489742;;Zeltweg
22336;270;7942;;Niederwil
21848;314;3442;;Collombey
36224;521166;4954;;Gandria
28879;488238;488190;;Zürcherstrasse
30204;496052;495641;;Route de Brent
21731;314;4230;;St-Léonard
10458;;1358;;Wassen
25591;270;904;;Neuenhof
21223;270;1128;;Reichenau
26569;314;3200;;Fürgangen
30017;495025;495036;;Chemin de Brünisberg
28875;488175;488163;;Appenzellerstrasse
23245;270;5252;;Wisserlen
26821;270;6066;;Seseglio
22406;314;5118;;Winznau
11167;1254;1258;;Arare-Tunnel
24817;270;5412;;Alterswil
23500;270;7984;;Ebertswil
12798;270;8544;;Les Petits-Ponts
25363;270;258;;Neuenburg
32343;485882;501344;;Zeughausstrasse
24402;270;9068;;Kengelbach
25391;270;7706;;Frontenex
24501;270;4120;;Schottikon
24465;270;4124;;Aadorf
25376;270;8524;;Les Mottes
27491;314;2222;;Itingen
27905;483624;483633;;Weltpoststrasse
30788;499268;498886;;Avenue de France
17433;270;7684;;Mannried
23287;270;7806;;Göschenenalp
31089;500643;500627;;Rue Lombard
17458;2390;1366;;Grund
11885;314;2578;;Peseux
23695;270;7126;;Dällikon
19777;270;6982;;Courtemautruy
10585;;369353;;Verzweigung Thielle
26832;270;6548;;Brusata
24448;270;9284;;Wilen
17520;10878;7998;;Rüeggisberg
32055;505716;505704;;Route de la Combe d'Uvrier
19167;314;4168;;Bretonnières
11528;314;2552;;Müllheim
21781;270;10498;;Prolin
19975;270;5942;;Rovray
23954;314;5106;;Wetzikon
21606;314;2636;;Blatten
19549;270;4178;;Mex
28784;484019;488658;;Teufener Strasse
26702;;1776;;La Lance-Tunnel
26763;270;6688;;Cornaredo
29073;490361;490376;;Triemlistrasse
29199;489997;527181;;Bucheggplatz
29925;489511;494371;;Berchtoldstrasse
24393;314;4150;;Wagen
17211;270;6314;;Emmenmatt
19312;270;1804;;St-Blaise
22043;270;5094;;Härkingen
11176;;1110;;Bärenburg-Tunnel
31477;491572;502069;;Wettsteinstrasse
30437;497374;497273;;Route du Chalet Boverat
28007;483967;484363;;Viktoriarain
22783;314;4600;;Hellbühl
20073;314;4648;;Léchelles
19902;270;8468;;Denezy
31350;502069;502063;;Wettsteinplatz
24280;270;7214;;Hadlikon
26773;270;6684;;Canobbio
25755;270;2718;;Chastels
22457;270;7334;;Lostorf
20956;270;6858;;Praden
22312;270;4084;;Laufenburg
30235;496171;495623;;Route de Chailly
21081;314;4820;;Vals
26881;270;6832;;Pizzamiglio
27637;314;368750;;Gampel/Steg-West
14826;314;2470;;Faoug
32702;509116;508766;;Reusseggstrasse
20021;270;6908;;Combremont-le-Grand
12886;270;6472;;Nax
32378;507491;507512;;Alte Landstrasse
11750;314;1216;;Boncourt
30792;499289;499300;;Rue des Alpes
19205;314;2446;;St-Sulpice
20768;314;3624;;Cinuos-chel
27227;270;2378;;Le Pont
25889;314;4116;;Tössallmend
10295;314;968;;Wil
10356;314;1104;;Splügen
19797;314;5178;;Beurnevésin
27096;314;2356;;Valangin
19944;270;9032;;Constantine
27163;369746;1598;;Uitikon
16567;270;5398;;Mülchi
19562;270;4488;;Penthalaz
20717;314;4216;;La Balmaz
31209;501289;501337;;Gellertstrasse
27215;270;6406;;St. Légier
24837;270;7114;;Degersheim
24653;314;2992;;Starkenbach
24507;270;9658;;Langenhard
29610;492986;490404;;Zweierstrasse
10087;;1566;;Verzweigung Rheinfelden
12680;270;7170;;Leontica
32626;508780;508790;;Studhaldenstrasse
17094;270;1918;;Thun
21123;270;8412;;Salums
36115;525385;525398;;Rue du Plan
23048;270;3574;;Auw
17434;270;2666;;Zweisimmen
19397;270;6778;;Crassier
25041;270;7256;;Hegi
23404;270;9414;;Etzelpass
30192;495931;495556;;Grand'Rue
29637;490455;493169;;Luggwegstrasse
30590;498056;498041;;Place de la Gare
19422;270;5062;;Marchissy
20836;270;3622;;La Punt
23227;314;4852;;Stöckalp
20105;270;6016;;Noréaz
31805;504546;504554;;Avenue des Quatre Marronniers
30979;500005;500145;;Rue Michel Servet
25314;314;5620;;Albis
31476;502759;502799;;Aeussere Baselstrasse
36378;2180;888;;Aarau-Ost
19837;270;9666;;Roche-d'Or
36123;525422;525411;;Rue des Parcs
11827;314;734;;St. Margrethen
31737;485174;504198;;Spitalstrasse
10755;2230;2232;;Rüfenacht
26475;270;8980;;Lodano
22257;314;5090;;Niederbuchsiten
30972;500103;498697;;Rue de Cornavin
24735;270;10068;;Walzenhausen
11807;314;4126;;Wängi
24502;270;4120;;Schottikon
22101;270;3798;;Birsfelden
12846;270;5872;;Wasserauen
26341;;1414;;Chilchbühl, Sempach
21431;270;6686;;Comano
35356;521643;521360;;Via Monte Ceneri
28210;485295;485167;;Schulstrasse
28547;487368;487376;;Casinoplatz
25445;270;7224;;Le Coudray
22854;270;8280;;Bad Knutwil
29356;491829;491849;;Gessnerallee
23829;270;3868;;Kloten
32451;507840;507296;;Oberkirchstrasse
28670;487921;482714;;Hallerstrasse
35251;509222;509215;;Kirchfeldstrasse
29480;491160;489977;;Schaffhauserstrasse
27569;314;1818;;Twann-West
20856;270;1900;;Rüti
27710;528907;369412;;Birsfelden Hard
36130;525444;525411;;Rue des Parcs
10209;314;2632;;Schachen
12212;314;5572;;Amden
19673;270;8638;;Le Brouillet
28546;487368;487363;;Bundesplatz
31053;500495;500261;;Avenue Henri Dunant
22020;270;852;;Kriegstetten
22179;270;852;;Kriegstetten
23808;270;1726;;Henggart
20963;270;10320;;Laim
30323;496743;496756;;Place de l'Ours
30720;498861;498893;;Avenue de la Paix
31451;502481;502470;;Marktplatz
32321;485089;507113;;Ellikonerstrasse
29299;489831;489811;;Bellerivestrasse
10292;;962;;Matzingen
31054;500495;500503;;Rue des Battoirs
17154;314;4384;;Bolligen
16849;270;5686;;Jens
28109;484769;484712;;Bielstrasse
12188;314;496;;Engelberg
31446;502495;502428;;Barfüsserplatz
10705;314;2072;;Lausanne-Vennes
20973;270;10292;;Sils i.D.
28125;484958;484961;;Route Principale
24881;270;10628;;Rossrüti
22486;314;3968;;Starrkirch
27419;314;4042;;Portplatz
25260;314;2522;;Hunzenschwil
24790;270;972;;Uzwil
27665;314;369049;;Winterthur - Neuhegi/Grüze
12370;314;1938;;Muri
31361;502094;502116;;Rauracherstrasse
12653;314;1574;;Frick
22385;314;4692;;Buus
24127;270;2256;;Meilen
21754;270;4244;;Raron
31371;502148;501170;;Bundesstrasse
21096;270;7162;;Mathon
23561;270;6034;;Kappel a.A.
26012;270;5856;;St-Romain
22167;270;6574;;Känerkinden
28219;485459;485462;;Staatsstrasse
35913;524343;524360;;Rue du Marais
24174;270;2882;;Mammern
17508;270;9290;;Mengenstorf
12250;314;4590;;Eschlikon
25517;314;460;;Baden
19604;270;8676;;Valeyres-sous-Rances
36073;525181;525199;;Quai Louis Perrier
20722;270;2656;;La Lécherette
11330;270;8378;;Lamboing
21132;270;7060;;Peiden
23718;270;7128;;Niederhasli
27089;314;2974;;Seen
29583;490090;490311;;Mutschellenstrasse
28943;489490;489594;;Rechweg
24362;314;5460;;Wolfikon
27168;314;1606;;Verzweigung Zürich-West
35187;520770;504198;;Spitalstrasse
10663;;1946;;Schönbühl
31134;500520;498634;;Boulevard Helvétique
11424;314;1900;;Rüti
21311;2322;2328;;Cavergno
22677;270;4978;;Schötz
25083;270;10674;;Wilen b. Bischofszell
24067;270;10700;;Dägerlen
20737;314;3898;;Villars-le-Terroir
30549;497871;497888;;Quai de Belgique
21338;270;5962;;Losone
24319;314;2968;;Rikon
24458;270;4124;;Aadorf
27873;482844;483316;;Zentralplatz
10518;;1638;;Lachen
22703;270;10684;;Rohrmatt
22055;270;5732;;Ettingen
12701;10956;10958;;Sonogno
28409;483530;486593;;Hallmattstrasse
26665;314;404;;Abzweigung Ravoire
17365;270;8594;;Krattigen
23110;314;5494;;Fahrwangen
27167;369746;1612;;Verzweigung Zürich-Süd
17337;270;1986;;Interlaken
23408;270;9414;;Etzelpass
23030;270;4542;;Inwil
32602;508552;508648;;Steinhofstrasse
29803;489939;489930;;Universitätstrasse
20515;314;376;;Villars-sous-Mont
27294;270;1500;;Sand
19218;270;6926;;Eysins
12244;314;962;;Matzingen
21221;270;7516;;Flims
23708;270;9372;;Hüttikon
19494;270;10158;;Villars-sous-Yens
16839;270;5690;;Walperswil
29255;491407;489634;;Katzenschwanz-Strasse
20048;270;316;;Villeneuve
23558;270;5624;;Vollenweid
22624;270;7982;;Scherz
17527;270;4902;;Zollbrück
27858;483220;483241;;Effingerstrasse
30517;496589;497696;;Rue De Sébeillon
19457;270;6624;;Bursinel
12934;5646;2672;;Reidenbach
31675;486115;503780;;Rheinuferstrasse
35285;521248;521264;;Via San Gottardo
25827;314;3974;;Gretzenbach
22782;314;4596;;Rüediswil
21936;270;10636;;Günsberg
16556;314;5394;;Ruppoldsried
14890;314;3810;;Cortébert
25712;314;3956;;Flumenthal
22266;314;3396;;Diepflingen
20596;270;9486;;Ogens
12260;314;2866;;Scherzingen
20954;270;1088;;Chur
30118;495521;495538;;Avenue du Casino
27964;484006;483984;;Breitenrainplatz
19406;270;8388;;Gingins
20078;270;2464;;Corcelles-près-Payerne
21205;270;10186;;S. Benedegt
14893;314;4832;;Brüttelen
24199;270;5162;;Hörhausen
19815;270;8630;;Saulcy
32448;507296;488190;;Zürcherstrasse
28519;487245;483447;;Hessstrasse
25393;270;6904;;Meinier
25758;270;7448;;Farvagny
19681;270;5638;;Hauts-Geneveys
20305;270;7452;;Vuisternens-en-Ogoz
27740;314;1506;;Fideris Au
29964;494773;494781;;Lindhofstrasse
35719;523411;523434;;Ra Stráda Cantonál
31790;503960;526603;;Am Stadtweg
20322;270;6802;;Le Pigeon
19565;270;8408;;Eclépens
16996;270;5310;;Köniz
12949;314;4462;;Monte Spluga
20762;270;5540;;Cheseaux-sur-Lausanne
29261;491430;491438;;Tobelhofstrasse
35169;520687;486348;;Hirschengraben
17064;270;5202;;Wattenwil b.B.
35884;524137;524198;;Rue des Crêtets
16561;270;8790;;Ammerzwil
35705;523056;527774;;Via alla Bozzoreda
30724;296;498926;;Chemin du Petit Saconnex
26561;2158;2166;;Ganterwald
26776;270;6684;;Canobbio
11694;314;3880;;Jestetten
10723;;2130;;Conthey
11339;314;614;;Surava
22097;270;5788;;Schönenbuch
10336;314;1140;;Landquart
31777;503890;486115;;Bachstrasse
30201;495662;495953;;Rue de l'Ancien Stand
11432;314;3864;;Langnau am Albis
29013;489982;490004;;Birchstrasse
19395;270;6780;;Chavannes-de-Bogis
35877;524123;524144;;Rue de Pouillerel
27381;270;8648;;Bratsch
16959;270;5588;;Sangernboden
25822;270;6236;;Mategnin
23225;314;4854;;St. Niklausen
22136;270;1446;;Diegten
27129;270;9640;;Carrefour (Sommet de Verbier)
28296;484432;485882;;Bahnhofstrasse
26967;270;8148;;Radelfingen
19349;270;7702;;Onex
16821;270;5416;;Erlach
22081;270;5732;;Ettingen
19299;270;7468;;Saules
29401;491786;491910;;Pelikanstrasse
21130;270;8128;;Pitasch
25452;270;3922;;Colombier
24267;270;2972;;Sennhof (Winterthur)
20679;314;790;;Chavornay
35574;522720;522626;;Via Casoro
24638;270;10066;;Krinau
20649;270;4496;;Poliez-le-Grand
28775;488414;488647;;Goldbachtobelweg
27701;314;9560;;Höngg
20641;270;10568;;Ropraz
17317;270;10286;;Homberg
19827;270;7120;;Rossemaison
12666;;1672;;Brunau
25066;270;2510;;Roggwil
27246;270;7360;;Vilars-Sous-Champvent
11920;2660;2686;;Latterbach
30237;496239;496244;;Route d'Echallens
27442;;364276;;Sous le Mont-Tunnel
22897;314;3534;;Oberkulm
20309;270;6430;;Bossonnens
29000;489930;489939;;Vogelsangstrasse
28862;485476;489153;;Vonwilstrasse
23075;270;10520;;Büttikon
25469;314;1666;;Rheinfelden-West
36408;529207;528637;;Rotachen
28985;489800;489811;;Bellerivestrasse
20959;314;2820;;Realta
23425;314;492;;Goldau
19245;270;10578;;Valeyres-sous-Montagny
25473;314;468;;Siggenthal Station
27440;;364252;;Viamala-Tunnel
11648;314;3778;;Windisch
19617;314;5562;;Peney
31490;502888;502851;;Brombacherstrasse
35179;520720;520736;;Friedentalstrasse
35868;524080;524095;;Rue Louis-Joseph Chevrolet
21638;270;9084;;Grimentz
27504;270;1300;;Lugano-Nord
16685;270;4432;;Thörigen
21250;270;3318;;Nivo
20792;270;3638;;Crusch
26780;270;2228;;Massagno
20603;270;9486;;Ogens
31399;502294;501678;;Elsässerstrasse
28136;484993;484953;;Georg-Friedrich-Heilmann-Platz
27251;270;9352;;Orzens
16847;270;5682;;Kappelen
17049;314;5188;;Riggisberg
26412;270;5964;;Monte Verità
31149;500891;500923;;Place Edouard Claparède
16456;5260;5268;;Oberei
23369;270;9154;;Obersee
17256;270;4560;;Eggiwil
29809;490530;490966;;Bernerstrasse
27125;;1214;;Choindez
16893;270;9306;;Oltigen
24482;270;8162;;Schneit
32403;507670;507505;;Obholzstrasse
25825;270;10108;;Obbuergen
12626;;528364;;Basel-EuroAirport
12843;270;4138;;Neudorf
35507;522357;522373;;Al Piz da Crèe
19190;10930;8670;;Mathod
16864;270;3460;;Aarberg
25798;314;4700;;Savoie
21170;270;369515;;Obersaxen Meierhof
26570;10946;8506;;Ernen
28584;487213;486247;;Monbijoustrasse
31143;498634;500891;;Cours des Bastions
20905;314;1528;;Wolfgang
26639;314;2130;;Conthey
25841;270;7338;;Stüsslingen
21356;270;10478;;Palagnedra
11673;314;1146;;Bad Ragaz
35347;521604;521587;;In Vigana
36186;525689;525676;;Rue Caselle
11931;314;1054;;Flamatt
27339;314;2486;;Tiefenaustrasse
32709;508568;509151;;Hellbühlstrasse
22207;270;4358;;Büsserach
30934;498585;1758;;Route de Malagnou
22544;270;3558;;Staffelegg
26361;;1922;;Buchholz
12176;314;1178;;Gisikon-Root
25869;314;2648;;La Frasse
23618;314;4330;;Fisibach
10646;;1894;;Schmerikon
30956;500032;499091;;Route de Vernier
24540;270;1662;;Walenstadt
22436;270;9634;;Nusshof
26724;270;5880;;Cottens
22714;270;7970;;Bramboden
27220;270;2378;;Le Pont
21325;270;9392;;Piano di Peccia
19336;314;740;;Verzweigung Perly
23958;314;5104;;Riedikon
20001;270;7834;;Aumont
29573;492886;527205;;Widmerstrasse
31991;485078;505365;;Schönbodenstrasse
36254;521735;526519;;Via Vellano
21865;270;8498;;Lavey
23945;270;6564;;Herschmetten
27190;270;4194;;Cully
11194;;1304;;Dosso di Taverne-Tunnel
29576;490318;490083;;Albisstrasse
24729;270;4770;;Oberegg
22550;270;3786;;Hornussen
21342;270;6502;;Ronco sopra Ascona
31938;505076;504657;;Avenue Haldimand
26804;314;3282;;San Martino
11244;;1280;;Chiasso-Brogeda
31297;501801;501824;;Morgartenring
24816;270;6542;;Necker
11336;314;1832;;Grenchen
27785;314;369687;;Silvaplana-Nord
21761;270;4244;;Raron
17080;270;5778;;Allmendingen b.T.
27990;483664;483624;;Muristrasse
31624;503511;490907;;Viaduktstrasse
12060;314;3514;;Zell
17592;270;10040;;Aeschiried
17062;270;9940;;Thierachern
21776;314;4292;;Satarma
24309;270;2956;;Bauma
20024;270;9006;;La Vounaise
20522;270;9790;;Grandvillard
12731;2390;2392;;Le Sépey
16598;314;3484;;Röthenbach
32686;509048;504355;;Grubenstrasse
30728;498940;498948;;Route du Bout du Monde
22320;270;3784;;Bözen
35676;523225;523210;;Via Ruvigliana
28850;488681;502183;;Ahornstrasse
28067;484677;484669;;Geyisriedweg
23484;314;3770;;Kilchberg
32565;508464;270;;Kantonsstrasse
11523;314;956;;Attikon
27392;270;3194;;Deisch
29900;485264;485476;;Burgstrasse
32314;507072;486512;;Felsenaustrasse
23532;270;10266;;Gattikon
21369;270;6156;;Gudo
29351;491793;491822;;Bleicherweg
16514;270;5142;;Orpund
24847;270;962;;Matzingen
11346;5646;5660;;Jaun
20661;270;4494;;St-Barthélemy
31973;505417;505442;;Lenggiserstrasse
30072;495351;495107;;Boulevard de Pérolles
31212;501289;501237;;Münchensteinerstrasse
32254;506803;506814;;Waisenhausstrasse
26983;270;7782;;Rohrbach
27169;270;1602;;Birmensdorf
26981;270;8040;;Lindenholz
10328;;1158;;Sennwald
32739;509293;509288;;Grüneggstrasse
36325;490885;1852;;Opfikon
16754;270;878;;Walterswil
24996;270;2940;;Erlen
10104;;1752;;Verzweigung Mutzentäli
10341;;1126;;Bonaduz
29387;486348;491962;;Seilergraben
31993;505365;505350;;Neue Jonastrasse
19183;10930;10938;;Vers-chez-Aron
25830;270;5228;;Flüh
25887;314;4830;;Uster
21305;10918;10922;;Linescio
25928;;364483;;Riethölzli-Tunnel
10620;;1852;;Opfikon
17074;270;10380;;Uetendorf
19993;314;5552;;Chanéaz
20712;314;4198;;St-Saphorin (Lavaux)
12525;314;3502;;Ramsei
25421;270;8620;;Les Enfers
26869;270;6820;;Morbio Inferiore
19482;270;6068;;Ballens
28608;486856;1962;;Bernstrasse
21404;10898;10902;;Lugaggia
10591;;1822;;Twann-Ost
36138;525486;525496;;Avenue des Cadolles
16955;270;9900;;Guggisberg
19973;270;5946;;Treytorrens (Payerne)
25325;314;5182;;Willikon
20940;314;4470;;Calfreisen
36344;;1906;;Hoechi-Tunnel
26598;270;5772;;Feschel
22614;270;2530;;Mutschellen
28333;485306;484953;;Georg-Friedrich-Heilmann-Platz
21017;270;9378;;Trans
12679;270;574;;Dongio
26850;270;6694;;Poiana
20006;270;7174;;Molondin
25176;270;8810;;Zuoz
19903;270;8470;;Prévondavaux
17187;270;4386;;Boll
10310;;1040;;Rossens
10097;;2192;;Verzweigung Niederurnen
27633;;368828;;Biel-Süd
23745;270;7246;;Buchenloo
12790;270;5566;;Ste-Croix
23743;270;3876;;Eglisau
21056;314;3240;;Disla
32377;507491;507505;;Obholzstrasse
10411;;1012;;Schwamendingen
26033;2158;2170;;Simplon-Dorf
22107;270;9648;;St. Chrischona
10452;;1382;;Stans-Süd
14895;314;4838;;Mörigen
11686;314;3612;;Silvaplana
